LNR,RESPONSE
1754,0.5963260393929618
1770,0.5335899135698643
1465,0.17197183266370877
1470,0.05208178123619759
1478,0.32525230512088893
1782,0.16787744311330993
1485,0.32750237252880604
1519,0.39054098040103885
1835,0.24350015469858863
1522,0.3217113282273195
1539,0.19285095328902774
1853,0.4935024619576376
1856,0.13796732162835554
2182,0.5214796722767521
2191,0.39653365218250625
2522,0.17779952435062635
2530,0.42578413036692786
2215,0.2971847194792041
2550,0.5075985389035482
2574,0.11113214804682739
2579,0.5602160128962278
2247,0.5385897388957225
2674,0.13795741127088845
11434,0.28007170463940223
11122,0.5142694185183362
11127,0.6183889701022437
11443,0.585898929611114
11191,0.15408261229881712
11198,0.7123309496638112
11244,0.46511653573972367
11247,0.410974709236882
11252,0.3714686782247936
10945,0.07884384279564978
10951,0.18205858656908255
11271,0.4208288544151565
10963,0.6436254463001156
11282,0.1927381143385119
11291,0.1522974756787113
10980,0.13522237058413436
10994,0.30751047649582786
11303,0.1328684968825506
11630,0.19939564361212697
11636,0.5371950268331013
11949,0.25573024297533253
11950,0.35426469798463545
11956,0.5224435693250512
11653,0.4425962509097951
11967,0.3066883098788606
11972,0.051743167261744216
11975,0.25659009761303797
12110,0.5254748257034456
12113,0.529705402536849
11712,0.5957003793996954
12000,0.23119599272139768
11722,0.41736157376387506
12046,0.4854055870548566
12071,0.20022870871960868
12077,0.6536361474678638
11785,0.42339946613944635
11788,0.6736307161909286
11790,0.3294679893662196
11800,0.3166882610916982
11806,0.13499373182428573
11816,0.03321899408752758
11505,0.34405656059948025
11837,0.2121419916600866
11531,0.49195204378605306
11848,0.43978385631773803
11854,0.24141957291995236
11563,0.1735380488993545
11567,0.3611049023749721
11894,0.3472210573211226
11906,0.6207128608464928
11923,0.28759669310780117
12596,0.3951434894905281
12603,0.15716733501877847
12608,0.5615663468071174
12633,0.1326071501471791
12637,0.4982817038893493
21184,0.4146754337157474
21247,0.3079889451561967
20991,0.2922997869246605
21018,0.564055865848206
21019,0.3716877907580406
21047,0.16096968866765302
21054,0.4832945951176489
21392,0.15239046495498723
21713,0.3545588304814556
22025,0.41764869128225185
21722,0.5892891659560241
22044,0.5202337817101887
61900,0.5840126226887717
62548,0.37699804393387526
63176,0.18192344709951128
64473,0.6719924803478458
64779,0.5516138499572274
64780,0.45239136921164014
64784,0.41010025425402136
65431,0.20317183226528535
65433,0.5026388846978104
66055,0.2343038333570692
61280,0.3021441021816587
61281,0.4638717317315221
61284,0.09092544452135047
61597,0.3049616660535077
61606,0.0244234587971404
62235,0.5501208645685818
62240,0.40370663246954175
62241,0.1428024213965204
62555,0.38744678672313504
62565,0.10891867545925714
63515,0.296070292163225
63524,0.3803255392614485
64797,0.3690207299673815
75249,0.3084952098064586
75253,0.5937035352217207
76212,0.2068087935536884
71422,0.17232572437932
72059,0.12758082685238137
72060,0.46536848419908305
72383,0.39155218119996316
72386,0.35577728049244833
72700,0.4611308801107372
72715,0.06478789988142696
73028,0.1518803454423498
73346,0.20869383584835835
73658,0.15627633114168527
73662,0.5313999090634963
73985,0.5097776366940258
74299,0.19319836416751093
74310,0.05718928880938991
74312,0.5602357411921588
74619,0.1199204974714383
74620,0.05675850816962934
74627,0.38875940127998254
74938,0.1140955012455467
74952,0.46217040423868094
75911,0.39950902075453615
75913,0.316476776422977
76221,0.22594136358540323
76227,0.12570258977197477
71448,0.1574404638895468
15887,0.053782352541507164
15498,0.19416917893802427
15504,0.35005916195085374
15507,0.08421129520290496
15521,0.5905441745269603
24403,0.23867949557515233
24100,0.5976880018614723
24436,0.4429799862651365
24440,0.2544545090526973
24148,0.39902746731542815
24149,0.14897659649891212
24155,0.3404997467913324
24458,0.06758008652166998
24169,0.362928363974708
24477,0.6244758870288996
24479,0.07893722450788773
24190,0.4406422666766914
24515,0.2899244118933482
24214,0.5707552630986314
25207,0.12906284425123724
24889,0.23393443990587054
25244,0.4011334547071315
25339,0.4358645158971039
25355,0.5525039161994304
24958,0.08965778541559194
25277,0.30837837230648757
25298,0.1194153950021745
25309,0.6135034967511482
25315,0.102121615039011
25322,0.3005137956171106
25333,0.613818628707063
24726,0.6161551650580401
25055,0.5924818884740152
25056,0.2634127947511045
24746,0.32204823443578795
25061,0.10473898982117377
25067,0.17878216863540858
25074,0.21892751490670984
25086,0.4789636384428227
25088,0.0972401496935098
24796,0.28221641492301525
25104,0.5672576690368573
24806,0.10409512675153655
82811,0.5924281282593417
83449,0.31277827397359675
84091,0.28833940821654636
84096,0.36111367226339125
84737,0.04980063782158776
85049,0.6188682864712252
85051,0.5441235740279137
85369,0.10387896653252512
85374,0.09742792185390754
85380,0.3235935976159043
82190,0.0682340753026955
82515,0.21734854809026655
788,0.10178687901909415
1102,0.3338185109430857
1109,0.08084551457041472
821,0.12225542638162643
829,0.5196702368799019
837,0.30722239501202453
1163,0.5451767617280247
899,0.31937972990444097
1207,0.5289625651276242
906,0.12676190662544742
1221,0.7174055333018742
1545,0.17053072748098463
1546,0.4388217786318635
1555,0.44365172804864755
1556,0.12250056077477152
1879,0.3312857827516533
1885,0.40174530321081203
1593,0.22179719846378568
1902,0.32715883496100046
1611,0.1475727947129741
1921,0.07628853064661784
1927,0.4738250094971456
1651,0.35144519355214643
1978,0.4192384063233446
1718,0.39815969088224296
1722,0.15288870879268177
1734,0.41548340205770024
41705,0.5584506643431203
41712,0.24479135388206386
42029,0.46563440878559337
42347,0.20697683006780493
42352,0.5065782826582892
42353,0.16510411242671344
42671,0.3814466289361619
42987,0.2018866150369966
43310,0.3163377351135281
43629,0.20295062418426085
43953,0.1779425037013212
43954,0.44016950168577995
43961,0.30809063065348913
44280,0.38962431198467123
44917,0.3621702904738227
44927,0.41657428733789764
45570,0.06936108041986738
45584,0.17877501671230028
41721,0.5013825660639699
42054,0.1971065803750479
42369,0.48576253267004016
42689,0.25089182044526287
43331,0.5288628200796124
51644,0.4112530924857991
51653,0.4256318936286143
51969,0.475536498406456
52308,0.4703830554018657
52310,0.3130853712845453
52626,0.525697408452948
52638,0.16376060613956298
52940,0.375519951897807
52954,0.7176849915267052
55847,0.096167482563083
51031,0.20173348114693063
51342,0.24661021591573945
51348,0.22710523486280698
51666,0.4611247586960128
51674,0.0931973049727481
51680,0.6808585583566689
52331,0.31970620120629156
82163,0.5967370003630476
82481,0.3199624943481213
82498,0.17358159963506542
55858,0.07310993926937269
55859,0.5123938653971807
51039,0.42200615374101347
51683,0.3832628439595659
51685,0.6204121268182129
51695,0.33100830056312847
51702,0.26573930493182074
52343,0.2911904130702711
53950,0.5029687438682243
54597,0.20220991098352617
54925,0.08418776600541229
55245,0.44368580675954833
55882,0.2881667034117599
51384,0.36593068986617533
51703,0.5499227136895379
51711,0.5278242847363801
52041,0.019072957451257536
52047,0.6379121823902094
52369,0.20876809434808083
52689,0.4850237451759642
53331,0.21645701474206094
53341,0.12375635880321474
63455,0.43388174714693734
63780,0.06005925766206579
64096,0.1619632810102791
64104,0.04105653695791279
64109,0.2529939527515103
64422,0.38954060310781813
65705,0.36348267524868977
65709,0.47535741573187373
62850,0.22373161415227855
62851,0.26808135574944447
63164,0.24615971271479123
63491,0.12622738230983235
63796,0.49080463733752655
63799,0.4893805040523469
63802,0.4973921658710589
64127,0.44951042199086033
64449,0.3336700168196256
64771,0.6540193986639614
65399,0.16119703833496185
66048,0.02380086226750173
